N,uno_menos_inversa,cociente,cociente_denominador_entero,diferencia_absoluta
1258925411794,0.9999999999992056,0.9999999999992056,0.9999999999992056,0.0
1412537544622,0.999999999999292,0.999999999999292,0.999999999999292,0.0
1584893192461,0.9999999999993691,0.9999999999993691,0.9999999999993691,0.0
1778279410038,0.9999999999994377,0.9999999999994377,0.9999999999994377,0.0
1995262314968,0.9999999999994988,0.9999999999994988,0.9999999999994988,0.0
2199023255550,0.9999999999995453,0.9999999999995453,0.9999999999995453,0.0
2199023255551,0.9999999999995453,0.9999999999995453,0.9999999999995453,0.0
2199023255552,0.9999999999995453,0.9999999999995453,0.9999999999995453,0.0
2199023255553,0.9999999999995453,0.9999999999995453,0.9999999999995453,0.0
2199023255554,0.9999999999995453,0.9999999999995453,0.9999999999995453,0.0
2238721138568,0.9999999999995534,0.9999999999995534,0.9999999999995534,0.0
2511886431509,0.9999999999996019,0.9999999999996019,0.9999999999996019,0.0
2818382931264,0.9999999999996452,0.9999999999996452,0.9999999999996452,0.0
3162277660168,0.9999999999996838,0.9999999999996838,0.9999999999996838,0.0
3548133892335,0.9999999999997181,0.9999999999997181,0.9999999999997181,0.0
3981071705534,0.9999999999997488,0.9999999999997488,0.9999999999997488,0.0
4398046511102,0.9999999999997726,0.9999999999997726,0.9999999999997726,0.0
4398046511103,0.9999999999997726,0.9999999999997726,0.9999999999997726,0.0
4398046511104,0.9999999999997726,0.9999999999997726,0.9999999999997726,0.0
4398046511105,0.9999999999997726,0.9999999999997726,0.9999999999997726,0.0
4398046511106,0.9999999999997726,0.9999999999997726,0.9999999999997726,0.0
4466835921509,0.9999999999997762,0.9999999999997762,0.9999999999997762,0.0
5011872336272,0.9999999999998005,0.9999999999998005,0.9999999999998005,0.0
5623413251903,0.9999999999998221,0.9999999999998221,0.9999999999998221,0.0
6309573444801,0.9999999999998415,0.9999999999998415,0.9999999999998415,0.0
7079457843841,0.9999999999998588,0.9999999999998588,0.9999999999998588,0.0
7943282347242,0.9999999999998741,0.9999999999998741,0.9999999999998741,0.0
8796093022206,0.9999999999998863,0.9999999999998863,0.9999999999998863,0.0
8796093022207,0.9999999999998863,0.9999999999998863,0.9999999999998863,0.0
8796093022208,0.9999999999998863,0.9999999999998863,0.9999999999998863,0.0
8796093022209,0.9999999999998863,0.9999999999998863,0.9999999999998863,0.0
8796093022210,0.9999999999998863,0.9999999999998863,0.9999999999998863,0.0
8912509381337,0.9999999999998878,0.9999999999998878,0.9999999999998878,0.0
10000000000000,0.9999999999999,0.9999999999999,0.9999999999999,0.0
11220184543019,0.9999999999999108,0.9999999999999108,0.9999999999999108,0.0
12589254117941,0.9999999999999206,0.9999999999999206,0.9999999999999206,0.0
14125375446227,0.9999999999999292,0.9999999999999292,0.9999999999999292,0.0
15848931924611,0.9999999999999369,0.9999999999999369,0.9999999999999369,0.0
17592186044414,0.9999999999999432,0.9999999999999432,0.9999999999999432,0.0
17592186044415,0.9999999999999432,0.9999999999999432,0.9999999999999432,0.0
17592186044416,0.9999999999999432,0.9999999999999432,0.9999999999999432,0.0
17592186044417,0.9999999999999432,0.9999999999999432,0.9999999999999432,0.0
17592186044418,0.9999999999999432,0.9999999999999432,0.9999999999999432,0.0
17782794100389,0.9999999999999437,0.9999999999999437,0.9999999999999437,0.0
19952623149688,0.9999999999999499,0.9999999999999499,0.9999999999999499,0.0
22387211385683,0.9999999999999554,0.9999999999999554,0.9999999999999554,0.0
25118864315095,0.9999999999999601,0.9999999999999601,0.9999999999999601,0.0
28183829312644,0.9999999999999645,0.9999999999999645,0.9999999999999645,0.0
31622776601683,0.9999999999999684,0.9999999999999684,0.9999999999999684,0.0
35184372088830,0.9999999999999716,0.9999999999999716,0.9999999999999716,0.0
35184372088831,0.9999999999999716,0.9999999999999716,0.9999999999999716,0.0
35184372088832,0.9999999999999716,0.9999999999999716,0.9999999999999716,0.0
35184372088833,0.9999999999999716,0.9999999999999716,0.9999999999999716,0.0
35184372088834,0.9999999999999716,0.9999999999999716,0.9999999999999716,0.0
35481338923357,0.9999999999999718,0.9999999999999718,0.9999999999999718,0.0
39810717055349,0.9999999999999749,0.9999999999999749,0.9999999999999749,0.0
44668359215096,0.9999999999999776,0.9999999999999776,0.9999999999999776,0.0
50118723362727,0.99999999999998,0.99999999999998,0.99999999999998,0.0
56234132519034,0.9999999999999822,0.9999999999999822,0.9999999999999822,0.0
63095734448019,0.9999999999999841,0.9999999999999841,0.9999999999999841,0.0
70368744177662,0.9999999999999858,0.9999999999999858,0.9999999999999858,0.0
70368744177663,0.9999999999999858,0.9999999999999858,0.9999999999999858,0.0
70368744177664,0.9999999999999858,0.9999999999999858,0.9999999999999858,0.0
70368744177665,0.9999999999999858,0.9999999999999858,0.9999999999999858,0.0
70368744177666,0.9999999999999858,0.9999999999999858,0.9999999999999858,0.0
70794578438414,0.9999999999999859,0.9999999999999859,0.9999999999999859,0.0
79432823472428,0.9999999999999875,0.9999999999999875,0.9999999999999875,0.0
89125093813374,0.9999999999999888,0.9999999999999888,0.9999999999999888,0.0
100000000000000,0.99999999999999,0.99999999999999,0.99999999999999,0.0
112201845430196,0.9999999999999911,0.9999999999999911,0.9999999999999911,0.0
125892541179417,0.999999999999992,0.999999999999992,0.999999999999992,0.0
140737488355326,0.9999999999999929,0.9999999999999929,0.9999999999999929,0.0
140737488355327,0.9999999999999929,0.9999999999999929,0.9999999999999929,0.0
140737488355328,0.9999999999999929,0.9999999999999929,0.9999999999999929,0.0
140737488355329,0.9999999999999929,0.9999999999999929,0.9999999999999929,0.0
140737488355330,0.9999999999999929,0.9999999999999929,0.9999999999999929,0.0
141253754462275,0.9999999999999929,0.9999999999999929,0.9999999999999929,0.0
158489319246111,0.9999999999999937,0.9999999999999937,0.9999999999999937,0.0
177827941003892,0.9999999999999943,0.9999999999999943,0.9999999999999943,0.0
199526231496888,0.999999999999995,0.999999999999995,0.999999999999995,0.0
223872113856834,0.9999999999999956,0.9999999999999956,0.9999999999999956,0.0
251188643150958,0.999999999999996,0.999999999999996,0.999999999999996,0.0
281474976710654,0.9999999999999964,0.9999999999999964,0.9999999999999964,0.0
281474976710655,0.9999999999999964,0.9999999999999964,0.9999999999999964,0.0
281474976710656,0.9999999999999964,0.9999999999999964,0.9999999999999964,0.0
281474976710657,0.9999999999999964,0.9999999999999964,0.9999999999999964,0.0
281474976710658,0.9999999999999964,0.9999999999999964,0.9999999999999964,0.0
281838293126446,0.9999999999999964,0.9999999999999964,0.9999999999999964,0.0
316227766016837,0.9999999999999969,0.9999999999999969,0.9999999999999969,0.0
354813389233576,0.9999999999999972,0.9999999999999972,0.9999999999999972,0.0
398107170553498,0.9999999999999974,0.9999999999999974,0.9999999999999974,0.0
446683592150963,0.9999999999999978,0.9999999999999978,0.9999999999999978,0.0
501187233627273,0.999999999999998,0.999999999999998,0.999999999999998,0.0
562341325190349,0.9999999999999982,0.9999999999999982,0.9999999999999982,0.0
562949953421310,0.9999999999999982,0.9999999999999982,0.9999999999999982,0.0
562949953421311,0.9999999999999982,0.9999999999999982,0.9999999999999982,0.0
562949953421312,0.9999999999999982,0.9999999999999982,0.9999999999999982,0.0
562949953421313,0.9999999999999982,0.9999999999999982,0.9999999999999982,0.0
562949953421314,0.9999999999999982,0.9999999999999982,0.9999999999999982,0.0
630957344480194,0.9999999999999984,0.9999999999999984,0.9999999999999984,0.0
707945784384140,0.9999999999999986,0.9999999999999986,0.9999999999999986,0.0
794328234724282,0.9999999999999988,0.9999999999999988,0.9999999999999988,0.0
891250938133747,0.9999999999999989,0.9999999999999989,0.9999999999999989,0.0
1000000000000000,0.999999999999999,0.999999999999999,0.999999999999999,0.0
1122018454301965,0.9999999999999991,0.9999999999999991,0.9999999999999991,0.0
1125899906842622,0.9999999999999991,0.9999999999999991,0.9999999999999991,0.0
1125899906842623,0.9999999999999991,0.9999999999999991,0.9999999999999991,0.0
1125899906842624,0.9999999999999991,0.9999999999999991,0.9999999999999991,0.0
1125899906842625,0.9999999999999991,0.9999999999999991,0.9999999999999991,0.0
1125899906842626,0.9999999999999991,0.9999999999999991,0.9999999999999991,0.0
1258925411794171,0.9999999999999992,0.9999999999999992,0.9999999999999992,0.0
1412537544622755,0.9999999999999993,0.9999999999999993,0.9999999999999993,0.0
1584893192461117,0.9999999999999993,0.9999999999999993,0.9999999999999993,0.0
1778279410038922,0.9999999999999994,0.9999999999999994,0.9999999999999994,0.0
1995262314968882,0.9999999999999994,0.9999999999999994,0.9999999999999994,0.0
2238721138568347,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.0
2251799813685246,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.0
2251799813685247,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.0
2251799813685248,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.0
2251799813685249,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.0
2251799813685250,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.0
2511886431509582,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.0
2818382931264460,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.0
3162277660168379,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.0
3548133892335760,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.0
3981071705534985,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.0
4466835921509635,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.0
4503599627370494,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.0
4503599627370495,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.0
4503599627370496,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.0
4503599627370497,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.0
4503599627370498,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.0
5011872336272735,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.0
5623413251903491,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.0
6309573444801943,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.0
7079457843841402,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.0
7943282347242822,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.0
8912509381337477,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.0
9007199254740990,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.0
9007199254740991,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.0
9007199254740992,0.9999999999999999,1.0,0.9999999999999999,1.1102230246251565e-16
9007199254740993,0.9999999999999999,1.0,0.9999999999999999,1.1102230246251565e-16
9007199254740994,0.9999999999999999,0.9999999999999998,0.9999999999999999,1.1102230246251565e-16
10000000000000000,0.9999999999999999,1.0,0.9999999999999999,1.1102230246251565e-16
11220184543019652,0.9999999999999999,1.0,0.9999999999999999,1.1102230246251565e-16
12589254117941714,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.0
14125375446227612,0.9999999999999999,1.0,0.9999999999999999,1.1102230246251565e-16
15848931924611108,0.9999999999999999,1.0,0.9999999999999999,1.1102230246251565e-16
17782794100389228,0.9999999999999999,1.0,0.9999999999999999,1.1102230246251565e-16
18014398509481982,1.0,0.9999999999999999,0.9999999999999999,1.1102230246251565e-16
18014398509481983,1.0,1.0,1.0,0.0
18014398509481984,1.0,1.0,1.0,0.0
18014398509481985,1.0,1.0,1.0,0.0
18014398509481986,1.0,1.0,1.0,0.0
19952623149688828,1.0,1.0,1.0,0.0
22387211385683468,1.0,1.0,1.0,0.0
25118864315095924,1.0,1.0,1.0,0.0
28183829312644492,1.0,1.0,1.0,0.0
31622776601683792,1.0,1.0,1.0,0.0
35481338923357604,1.0,1.0,1.0,0.0
36028797018963966,1.0,1.0,1.0,0.0
36028797018963967,1.0,1.0,1.0,0.0
36028797018963968,1.0,1.0,1.0,0.0
36028797018963969,1.0,1.0,1.0,0.0
36028797018963970,1.0,1.0,1.0,0.0
39810717055349856,1.0,1.0,1.0,0.0
44668359215096528,1.0,1.0,1.0,0.0
50118723362727144,1.0,1.0,1.0,0.0
56234132519034912,1.0,1.0,1.0,0.0
63095734448019432,1.0,1.0,1.0,0.0
70794578438414024,1.0,1.0,1.0,0.0
72057594037927934,1.0,1.0,1.0,0.0
72057594037927935,1.0,1.0,1.0,0.0
72057594037927936,1.0,1.0,1.0,0.0
72057594037927937,1.0,1.0,1.0,0.0
72057594037927938,1.0,1.0,1.0,0.0
79432823472428544,1.0,1.0,1.0,0.0
89125093813374400,1.0,1.0,1.0,0.0
100000000000000000,1.0,1.0,1.0,0.0
112201845430196528,1.0,1.0,1.0,0.0
125892541179417136,1.0,1.0,1.0,0.0
141253754462276128,1.0,1.0,1.0,0.0
144115188075855870,1.0,1.0,1.0,0.0
144115188075855871,1.0,1.0,1.0,0.0
144115188075855872,1.0,1.0,1.0,0.0
144115188075855873,1.0,1.0,1.0,0.0
144115188075855874,1.0,1.0,1.0,0.0
158489319246111104,1.0,1.0,1.0,0.0
177827941003892288,1.0,1.0,1.0,0.0
199526231496888288,1.0,1.0,1.0,0.0
223872113856834688,1.0,1.0,1.0,0.0
251188643150959232,1.0,1.0,1.0,0.0
281838293126444928,1.0,1.0,1.0,0.0
288230376151711742,1.0,1.0,1.0,0.0
288230376151711743,1.0,1.0,1.0,0.0
288230376151711744,1.0,1.0,1.0,0.0
288230376151711745,1.0,1.0,1.0,0.0
288230376151711746,1.0,1.0,1.0,0.0
316227766016837952,1.0,1.0,1.0,0.0
354813389233576064,1.0,1.0,1.0,0.0
398107170553498560,1.0,1.0,1.0,0.0
446683592150965312,1.0,1.0,1.0,0.0
501187233627271488,1.0,1.0,1.0,0.0
562341325190349056,1.0,1.0,1.0,0.0
576460752303423486,1.0,1.0,1.0,0.0
576460752303423487,1.0,1.0,1.0,0.0
576460752303423488,1.0,1.0,1.0,0.0
576460752303423489,1.0,1.0,1.0,0.0
576460752303423490,1.0,1.0,1.0,0.0
630957344480194304,1.0,1.0,1.0,0.0
707945784384140288,1.0,1.0,1.0,0.0
794328234724285440,1.0,1.0,1.0,0.0
891250938133744128,1.0,1.0,1.0,0.0
1000000000000000000,1.0,1.0,1.0,0.0
1152921504606846974,1.0,1.0,1.0,0.0
1152921504606846975,1.0,1.0,1.0,0.0
1152921504606846976,1.0,1.0,1.0,0.0
1152921504606846977,1.0,1.0,1.0,0.0
1152921504606846978,1.0,1.0,1.0,0.0
